title,price,mileage,transmission,location,year,brand,model,price_clean,mileage_clean,year_clean
2025 GMC HUMMER EV Pickup 3X,"$160,735",65 km,Automatic,Milton,2025,GMC,HUMMER EV,160735.0,65.0,2025.0
2024 Ford F-150 Lightning XLT,"$76,331",10 km,Automatic,Windsor,2024,Ford,F-150 Lightning,76331.0,10.0,2024.0
2024 Ford F-150 Lightning Flash,"$86,861",10 km,Automatic,Windsor,2024,Ford,F-150 Lightning,86861.0,10.0,2024.0
2024 Ford F-150 Lightning Flash,"$85,866",11 km,Automatic,Windsor,2024,Ford,F-150 Lightning,85866.0,11.0,2024.0
2024 Ford F-150 Lightning Flash,"$85,091",10 km,Automatic,Windsor,2024,Ford,F-150 Lightning,85091.0,10.0,2024.0
2024 Ford F-150 Lightning Flash,"$85,691",10 km,Automatic,Windsor,2024,Ford,F-150 Lightning,85691.0,10.0,2024.0
2024 Ford F-150 Lightning XLT,"$76,331",10 km,Automatic,Windsor,2024,Ford,F-150 Lightning,76331.0,10.0,2024.0
2025 GMC HUMMER EV Pickup 2X,"$136,580",65 km,Automatic,Milton,2025,GMC,HUMMER EV,136580.0,65.0,2025.0
2024 Chevrolet Equinox EV RS,"$54,211",25 km,Automatic,Milton,2024,Chevrolet,Equinox EV,54211.0,25.0,2024.0
2024 Ford F-150 Lightning Flash,"$83,891",10 km,Automatic,Windsor,2024,Ford,F-150 Lightning,83891.0,10.0,2024.0
2024 BMW i4 M50 xDrive | Premium | Groupe M Sport Pro | Roues,"$90,816",90 km,Automatic,Montreal,2024,BMW,i4 M50,90816.0,90.0,2024.0
2025 BMW iX xDrive40 | Premium | Groupe Sport | Commandes en,"$97,517",90 km,Automatic,Montreal,2025,BMW,iX xDrive40,97517.0,90.0,2025.0
2024 BMW i4 M50 xDrive | M Sport Pro | Recharge D'appareils,"$87,816",90 km,Automatic,Montreal,2024,BMW,i4 M50,87816.0,90.0,2024.0
2024 Chevrolet Silverado EV RST,"$121,053",0 km,Automatic,Duncan,2024,Chevrolet,Silverado EV,121053.0,0.0,2024.0
2024 Mercedes-Benz ESprinter 170 Wheelbase High Roof RWD,"$114,676",671 km,Automatic,Greenfield Park,2024,Mercedes-Benz,ESprinter 170,114676.0,671.0,2024.0
2024 Chevrolet Blazer EV RS BLAZER EV STOCK CLEAROUT CREDIT U...,"$64,099",5 km,Automatic,Lacombe,2024,Chevrolet,Blazer EV,64099.0,5.0,2024.0
2024 Volkswagen ID.4 Pro S | IN STOCK,"$55,620",25 km,Automatic,Sherwood Park,2024,Volkswagen,ID.4 Pro,55620.0,25.0,2024.0
2019 Jaguar I-Pace,"$34,995","65,467 km",Automatic,Milton,2019,Jaguar,I-Pace ,34995.0,65467.0,2019.0
2023 Hyundai IONIQ 5 Preferred grande autonomie AWD à vendre,"$42,795","63,214 km",Automatic,Montreal,2023,Hyundai,IONIQ 5,42795.0,63214.0,2023.0
2023 Chevrolet Bolt EUV LT CLEAN CARFAX | HEATED SEATS AND ST...,"$31,888","15,366 km",Automatic,Toronto,2023,Chevrolet,Bolt EUV,31888.0,15366.0,2023.0
2023 Ford F-150 Lightning LARIAT - Lighting - EXTENDED RANGE,"$81,180","4,785 km",Automatic,Sherwood Park,2023,Ford,F-150 Lightning,81180.0,4785.0,2023.0
Hyundai Kona Electric Preferred TA 2024 à vendre,"$39,999","5,119 km",Automatic,Chambly,Hyundai,Kona,Electric Preferred,39999.0,5119.0,
2024 Chevrolet Blazer EV eAWD 2LT- HD Surround Vision | Autosens,"$52,994",0 km,,Richmond Hill,2024,Chevrolet,Blazer EV,52994.0,0.0,2024.0
2023 Mercedes-Benz EQE 350,"$89,880",4 km,Automatic,Regina,2023,Mercedes-Benz,EQE 350,89880.0,4.0,2023.0
2024 Chevrolet Equinox EV RS eAWD w/NAV & Cooled Seats,"$58,213",12 km,Automatic,Medicine Hat,2024,Chevrolet,Equinox EV,58213.0,12.0,2024.0
2024 Mercedes-Benz EQB EQB 250,"$76,123",90 km,Automatic,Greenfield Park,2024,Mercedes-Benz,EQB EQB,76123.0,90.0,2024.0
2025 Kia Niro électrique Wind+,"$50,895",25 km,Automatic,Roxboro,2025,Kia,Niro électrique,50895.0,25.0,2025.0
2024 Mercedes-Benz EQE EQE 350 4MATIC,"$119,101",90 km,Automatic,Greenfield Park,2024,Mercedes-Benz,EQE EQE,119101.0,90.0,2024.0
2024 Mercedes-Benz ESprinter 170 Wheelbase High Roof RWD,"$115,847",90 km,Automatic,Greenfield Park,2024,Mercedes-Benz,ESprinter 170,115847.0,90.0,2024.0
2024 Hyundai IONIQ 5 Ultimate **ANNUAL TENT SALE - OCTOBER 4,"$61,000",16 km,Automatic,Winnipeg,2024,Hyundai,IONIQ 5,61000.0,16.0,2024.0
2025 Hyundai Kona Electric SEL,"$44,954",28 km,Automatic,Winnipeg,2025,Hyundai,Kona Electric,44954.0,28.0,2025.0
2024 Hyundai IONIQ 5 SEL,"$55,000",16 km,Automatic,Winnipeg,2024,Hyundai,IONIQ 5,55000.0,16.0,2024.0
2024 Hyundai IONIQ 5 Limited,"$62,850",16 km,Automatic,Winnipeg,2024,Hyundai,IONIQ 5,62850.0,16.0,2024.0
Nissan LEAF S PLUS à hayon 2019 à vendre,"$10,999","146,218 km",Automatic,Chambly,Nissan,LEAF,S PLUS,10999.0,146218.0,
2024 Chevrolet Equinox EV eAWD 2RS- HD Surround Vision | Hands-F,"$50,774",0 km,Automatic,Richmond Hill,2024,Chevrolet,Equinox EV,50774.0,0.0,2024.0
2024 Chevrolet Silverado EV Work Truck,"$84,999",5 km,Automatic,Lacombe,2024,Chevrolet,Silverado EV,84999.0,5.0,2024.0
2023 Kia EV6 GT - Sunroof - Heated Seats - HUD,Please Contact,50 km,Automatic,Scarborough,2023,Kia,EV6 GT,,50.0,2023.0
2024 Chevrolet Equinox EV eAWD 2LT-,"$49,569",0 km,Automatic,Richmond Hill,2024,Chevrolet,Equinox EV,49569.0,0.0,2024.0
2025 BMW I5,"$106,179",7 km,Automatic,Calgary,2025,BMW,I5 ,106179.0,7.0,2025.0
2020 Tesla Model 3 Standard Range Plus | Wireless Charging,"$31,993","95,423 km",Automatic,Abbotsford,2020,Tesla,Model 3,31993.0,95423.0,2020.0
2019 Audi e-tron Technik,"$38,998","68,768 km",Automatic,Windsor,2019,Audi,e-tron Technik,38998.0,68768.0,2019.0
2021 Ford Mustang Mach-E Select AWD for sale,"$36,900","62,559 km",Automatic,Bathurst,2021,Ford,Mustang Mach-E,36900.0,62559.0,2021.0
2023 Cadillac LYRIQ RWD Luxury | AKG Audio | Glass Roof,"$59,185","20,000 km",Automatic,Windsor,2023,Cadillac,LYRIQ RWD,59185.0,20000.0,2023.0
2020 Volkswagen E-Golf Comfortline 100% ELECTRIQUE / APP CONNECT,"$23,993","84,556 km",Automatic,La Prairie,2020,Volkswagen,E-Golf Comfortline,23993.0,84556.0,2020.0
2024 Hyundai IONIQ 5 Preferred | AWD | HEATED AND VENTILATED,Please Contact,4 km,Automatic,Sherwood Park,2024,Hyundai,IONIQ 5,,4.0,2024.0
2024 Volkswagen ID.4 Pro S AWD,"$66,246",90 km,Automatic,Nepean,2024,Volkswagen,ID.4 Pro,66246.0,90.0,2024.0
2024 Ford Mustang Mach-E Premium,"$69,152",8 km,,Kingston,2024,Ford,Mustang Mach-E,69152.0,8.0,2024.0
2024 Chevrolet Equinox EV eAWD 2RS,"$51,369",0 km,Automatic,Richmond Hill,2024,Chevrolet,Equinox EV,51369.0,0.0,2024.0
2024 Kia EV6 GT AWD,"$68,890",99 km,Automatic,Roxboro,2024,Kia,EV6 GT,68890.0,99.0,2024.0
2024 Kia EV6 GT-Line,"$58,500",0 km,Automatic,Georgetown,2024,Kia,EV6 GT-Line,58500.0,0.0,2024.0
2024 Kia Niro EV Wind,"$42,901",0 km,Automatic,Georgetown,2024,Kia,Niro EV,42901.0,0.0,2024.0
2025 MINI Countryman BEV,"$75,630",0 km,Automatic,Calgary,2025,MINI,Countryman BEV,75630.0,0.0,2025.0
2024 Kia EV6 Land AWD,"$51,551",10 km,Automatic,Roxboro,2024,Kia,EV6 Land,51551.0,10.0,2024.0
2023 Hyundai Kona electric Ultimate GPS Cuir Toit Volant chauffa,"$31,994","26,942 km",Automatic,Saint-Basile le-Grand,2023,Hyundai,Kona electric,31994.0,26942.0,2023.0
2023 Mercedes-Benz EQS EQS 580,"$145,621",6 km,Automatic,Edmonton,2023,Mercedes-Benz,EQS EQS,145621.0,6.0,2023.0
2023 Hyundai IONIQ 5 Preferred LR AWD Ultimate Toit Pano Cuir Ca,"$46,994","8,352 km",Automatic,Saint-Basile le-Grand,2023,Hyundai,IONIQ 5,46994.0,8352.0,2023.0
2024 FIAT 500e INSPI(RED),"$43,495",1 km,Automatic,Red Deer,2024,FIAT,500e INSPI(RED),43495.0,1.0,2024.0
2024 Cadillac LYRIQ Sport,"$87,039",9 km,Automatic,Goderich,2024,Cadillac,LYRIQ Sport,87039.0,9.0,2024.0
2024 Mercedes-Benz EQB EQB 250,"$78,433",90 km,Automatic,Greenfield Park,2024,Mercedes-Benz,EQB EQB,78433.0,90.0,2024.0
2024 Mercedes-Benz EQE EQE 350 4MATIC,"$102,841",90 km,Automatic,Greenfield Park,2024,Mercedes-Benz,EQE EQE,102841.0,90.0,2024.0
2024 MINI 3 Door Cooper SE,"$54,740",90 km,Automatic,Laval,2024,MINI,3 Door,54740.0,90.0,2024.0
2025 BMW IX,"$148,059",14 km,Automatic,Calgary,2025,BMW,IX ,148059.0,14.0,2025.0
2023 Mercedes-Benz EQB EQB 350 4MATIC,"$86,308",415 km,Automatic,Greenfield Park,2023,Mercedes-Benz,EQB EQB,86308.0,415.0,2023.0
2024 Chevrolet Blazer EV RS,Please Contact,1 km,Automatic,Calgary,2024,Chevrolet,Blazer EV,,1.0,2024.0
2024 Chevrolet Equinox EV LT | Bluetooth | Remote Start |,"$52,178",4 km,Automatic,Saskatoon,2024,Chevrolet,Equinox EV,52178.0,4.0,2024.0
2024 Volkswagen ID.4 Pro S,"$58,907","2,896 km",Automatic,Edmonton,2024,Volkswagen,ID.4 Pro,58907.0,2896.0,2024.0
2021 Kia Soul EV LIMITED,"$24,995","40,800 km",Automatic,Lévis,2021,Kia,Soul EV,24995.0,40800.0,2021.0
2021 Kia Soul EV LIMITED,"$23,995","70,750 km",Automatic,Lévis,2021,Kia,Soul EV,23995.0,70750.0,2021.0
2024 Volkswagen ID.4 Pro S AWD | 21 Narvik Wheel Package | Heat,"$62,195",13 km,Automatic,Grande Prairie,2024,Volkswagen,ID.4 Pro,62195.0,13.0,2024.0
KIA SOUL EV PREMIUM 2020,"$19,995","43,900 km",Automatic,Lévis,KIA,SOUL,EV PREMIUM,19995.0,43900.0,
2023 Subaru Solterra Luxury,"$54,441","1,742 km",Automatic,Grande Prairie,2023,Subaru,Solterra Luxury,54441.0,1742.0,2023.0
2024 Mercedes-Benz EQE EQE 350 4MATIC,"$119,227",90 km,Automatic,Greenfield Park,2024,Mercedes-Benz,EQE EQE,119227.0,90.0,2024.0
2024 FIAT 500e (RED) Edition,"$38,399",23 km,Automatic,Guelph,2024,FIAT,500e (RED),38399.0,23.0,2024.0
2024 Mercedes-Benz EQE 350 SUV,"$96,785",9 km,Automatic,Regina,2024,Mercedes-Benz,EQE 350,96785.0,9.0,2024.0
2024 Mercedes-Benz EQB 300,"$69,473",10 km,Automatic,Regina,2024,Mercedes-Benz,EQB 300,69473.0,10.0,2024.0
2024 Mercedes-Benz EQE 350 SUV,"$94,880",8 km,Automatic,Regina,2024,Mercedes-Benz,EQE 350,94880.0,8.0,2024.0
2024 Volkswagen ID.4 Pro S AWD  - Tow Package,"$66,246",90 km,Automatic,Nepean,2024,Volkswagen,ID.4 Pro,66246.0,90.0,2024.0
2024 Volkswagen ID.4 Pro - Heat Pump,"$56,599",10 km,Automatic,Winnipeg,2024,Volkswagen,ID.4 Pro,56599.0,10.0,2024.0
2023 Volkswagen ID.4 Pro AWD - Statement Package,"$54,609",10 km,Automatic,Winnipeg,2023,Volkswagen,ID.4 Pro,54609.0,10.0,2023.0
2024 Hyundai IONIQ 5 Preferred | AWD | SUNROOF | CROSS-TRAFFIC,Please Contact,15 km,Automatic,Sherwood Park,2024,Hyundai,IONIQ 5,,15.0,2024.0
2024 Hyundai IONIQ 5 Preferred | AWD | PANORAMIC SUNROOF,Please Contact,15 km,Automatic,Sherwood Park,2024,Hyundai,IONIQ 5,,15.0,2024.0
2024 Nissan ARIYA EVOLVE+,"$66,880",12 km,Automatic,Hamilton,2024,Nissan,ARIYA EVOLVE+,66880.0,12.0,2024.0
2024 Hyundai IONIQ 5 Preferred | AWD | SUNROOF | BACKUP CAM,Please Contact,8 km,Automatic,Sherwood Park,2024,Hyundai,IONIQ 5,,8.0,2024.0
"2023 Ford E-Transit Cargo Van ELECTRIC MOTOR, EASY FUEL, ENG BLO","$71,915",15 km,Automatic,Edmonton,2023,Ford,E-Transit Cargo,71915.0,15.0,2023.0
2024 Kia EV6 Land w/GT-Line Pkg 1 - Power Liftgate,"$63,279",50 km,Automatic,Scarborough,2024,Kia,EV6 Land,63279.0,50.0,2024.0
2022 Audi e-tron Sportback Technik | Massage Seats | Driver,"$49,750","79,315 km",Automatic,Winnipeg,2022,Audi,e-tron Sportback,49750.0,79315.0,2022.0
2019 Tesla Model X Long Range EV | Heated Seats And Steering,"$57,399","139,067 km",Automatic,Winnipeg,2019,Tesla,Model X,57399.0,139067.0,2019.0
2023 Volkswagen ID.4 Pro | Moonroof | Leather | Navigation,"$49,596","2,131 km",Automatic,Duncan,2023,Volkswagen,ID.4 Pro,49596.0,2131.0,2023.0
2019 Audi E-TRON Progressiv Awd 4X4 / Cuir / Toit Ouvrant / Crui,"$37,499","64,229 km",Automatic,Saint-Léonard,2019,Audi,E-TRON Progressiv,37499.0,64229.0,2019.0
2024 Cadillac LYRIQ Sport,"$89,767",27 km,,Calgary,2024,Cadillac,LYRIQ Sport,89767.0,27.0,2024.0
2024 FIAT 500e (RED) | Up to $9000 in EV Rebates,"$43,484",31 km,Automatic,Kelowna,2024,FIAT,500e (RED),43484.0,31.0,2024.0
2024 FIAT 500e (RED) | Up to $9000 in EV Rebates,"$43,484",75 km,Automatic,Kelowna,2024,FIAT,500e (RED),43484.0,75.0,2024.0
2023 Volkswagen ID.4 PRO | AWD | ALLOY WHEEL PKG | GLASS ROOF,"$58,295",14 km,Automatic,Chilliwack,2023,Volkswagen,ID.4 PRO,58295.0,14.0,2023.0
2023 Volkswagen ID.4 PRO | AWD | ALLOY WHEEL PKG | GLASS ROOF,"$60,995",16 km,Automatic,Chilliwack,2023,Volkswagen,ID.4 PRO,60995.0,16.0,2023.0
2023 Volkswagen ID.4 PRO | AWD | ALLOY WHEEL PKG | GLASS ROOF,"$62,785",16 km,Automatic,Chilliwack,2023,Volkswagen,ID.4 PRO,62785.0,16.0,2023.0
2024 Chevrolet Silverado EV Work Truck,"$78,623",0 km,Automatic,Duncan,2024,Chevrolet,Silverado EV,78623.0,0.0,2024.0
2023 Volkswagen ID.4 PRO | AWD | ALLOY WHEEL PKG | GLASS ROOF,"$60,995",14 km,Automatic,Chilliwack,2023,Volkswagen,ID.4 PRO,60995.0,14.0,2023.0
2023 Mercedes-Benz EQS EQS 580,"$151,140","2,158 km",Automatic,Edmonton,2023,Mercedes-Benz,EQS EQS,151140.0,2158.0,2023.0
2024 Mercedes-Benz EQE EQE 350,"$99,355",6 km,Automatic,Edmonton,2024,Mercedes-Benz,EQE EQE,99355.0,6.0,2024.0
2024 Mercedes-Benz EQE EQE 350,"$97,080",6 km,Automatic,Edmonton,2024,Mercedes-Benz,EQE EQE,97080.0,6.0,2024.0
2024 Volkswagen ID.4 Pro RWD,"$55,820",12 km,Automatic,Pitt Meadows,2024,Volkswagen,ID.4 Pro,55820.0,12.0,2024.0
2023 Tesla Model 3 | Black Leather | Glass Roof | Autopilot,"$42,795","33,918 km",Automatic,Pitt Meadows,2023,Tesla,Model 3,42795.0,33918.0,2023.0
2024 Volkswagen ID.4 Pro AWD | Pano Glass Roof | 21 Wheel Pkg,"$60,615",7 km,Automatic,Pitt Meadows,2024,Volkswagen,ID.4 Pro,60615.0,7.0,2024.0
2024 Volkswagen ID.4 Pro S,"$63,083",17 km,Automatic,Pitt Meadows,2024,Volkswagen,ID.4 Pro,63083.0,17.0,2024.0
2024 Volkswagen ID.4 Pro AWD | Heat Pump,"$60,277",16 km,Automatic,Pitt Meadows,2024,Volkswagen,ID.4 Pro,60277.0,16.0,2024.0
2024 FIAT 500e (RED) Edition | Electric | Carplay | 10.25-Inch,"$43,390",20 km,Automatic,Maple Ridge,2024,FIAT,500e (RED),43390.0,20.0,2024.0
2024 Hyundai IONIQ 6 Preferred,"$65,580",150 km,Automatic,Cambridge,2024,Hyundai,IONIQ 6,65580.0,150.0,2024.0
2024 Hyundai IONIQ 6 Preferred,"$59,082",46 km,Automatic,Cambridge,2024,Hyundai,IONIQ 6,59082.0,46.0,2024.0
2024 Volkswagen ID.4 Pro S AWD | Pano Glass Roof | 21 Wheel Pkg,"$63,082",15 km,Automatic,Pitt Meadows,2024,Volkswagen,ID.4 Pro,63082.0,15.0,2024.0
2023 Mercedes-Benz EQS EQS 580,"$151,740",6 km,Automatic,Edmonton,2023,Mercedes-Benz,EQS EQS,151740.0,6.0,2023.0
2024 Volkswagen ID.4 Pro AWD | Heat Pump,"$60,605",8 km,Automatic,Pitt Meadows,2024,Volkswagen,ID.4 Pro,60605.0,8.0,2024.0
2022 Ford Mustang Mach-E Gt Performance,"$47,888","74,314 km",,Aurora,2022,Ford,Mustang Mach-E,47888.0,74314.0,2022.0
2024 GMC HUMMER EV Pickup 3X Omega Edition | 1/550 Worldwide,"$187,787","1,461 km",Automatic,Winnipeg,2024,GMC,HUMMER EV,187787.0,1461.0,2024.0
2024 Volkswagen ID.4 Pro S AWD | Pano Glass Roof | Heat Pump,"$65,820",12 km,Automatic,Pitt Meadows,2024,Volkswagen,ID.4 Pro,65820.0,12.0,2024.0
2025 MINI Countryman SE,"$64,411",90 km,Automatic,Laval,2025,MINI,Countryman SE,64411.0,90.0,2025.0
2024 BMW I5 BMW i5 M60,"$99,900","16,101 km",Automatic,St-Hubert,2024,BMW,I5 BMW,99900.0,16101.0,2024.0
2024 BMW i5 M60 xDrive,"$105,779",90 km,Automatic,Laval,2024,BMW,i5 M60,105779.0,90.0,2024.0
2023 Ford Escape PHEV | NAV | LEATHER | CAMERA | BLIND SPOT |,"$36,753","9,285 km",Automatic,Barrie,2023,Ford,Escape PHEV,36753.0,9285.0,2023.0
"2023 Ford Mustang Mach-E MACH-E-LOW KMS-ELECTRIC-NAVIGATION-17,0","$39,888","17,800 km",Automatic,Halton,2023,Ford,Mustang Mach-E,39888.0,17800.0,2023.0
2024 Chevrolet Silverado EV Work Truck,"$84,458",8 km,Automatic,Calgary,2024,Chevrolet,Silverado EV,84458.0,8.0,2024.0
2024 GMC HUMMER EV Pickup 3X,"$162,767",15 km,Automatic,Calgary,2024,GMC,HUMMER EV,162767.0,15.0,2024.0
2024 Chevrolet Silverado EV Work Truck,"$85,683",27 km,Automatic,Calgary,2024,Chevrolet,Silverado EV,85683.0,27.0,2024.0
2024 Chevrolet Blazer EV eAWD RS,"$66,599","5,459 km",Automatic,Kelowna,2024,Chevrolet,Blazer EV,66599.0,5459.0,2024.0
2024 Kia EV9 Land w/GT-Line THIS VEHICLE IS FOR DEMONSTRATION...,"$81,999","5,712 km",Automatic,Kitchener,2024,Kia,EV9 Land,81999.0,5712.0,2024.0
2024 Nissan ARIYA EVOLVE+,"$59,525",11 km,Automatic,Ottawa,2024,Nissan,ARIYA EVOLVE+,59525.0,11.0,2024.0
2024 Kia EV6 Land w/GT-Line Pkg 2,"$67,895","16,828 km",Automatic,Guelph,2024,Kia,EV6 Land,67895.0,16828.0,2024.0
2024 Porsche Taycan Taycan 4S / Premium Package / BOSE,"$149,900",514 km,Automatic,St-Hubert,2024,Porsche,Taycan Taycan,149900.0,514.0,2024.0
2024 Audi Q4 e-tron,"$84,735",18 km,Automatic,Winnipeg,2024,Audi,Q4 e-tron,84735.0,18.0,2024.0
2024 Audi Q4 e-tron,"$83,845",119 km,Automatic,Winnipeg,2024,Audi,Q4 e-tron,83845.0,119.0,2024.0
2022 Ford F-150 Lightning XLT | NO ACCIDENTS | TRAILER PKG,"$62,192","18,000 km",Automatic,Chilliwack,2022,Ford,F-150 Lightning,62192.0,18000.0,2022.0
"2023 Volkswagen ID.4 Pro, XPEL, Carplay, Heated Seats/Wheel, Nav","$56,638","24,116 km",Automatic,Calgary,2023,Volkswagen,"ID.4 Pro,",56638.0,24116.0,2023.0
2020 Tesla Model 3 Standard Range Plus | Wireless Charging,"$31,993","95,423 km",Automatic,Abbotsford,2020,Tesla,Model 3,31993.0,95423.0,2020.0
2024 Hyundai Kona Electric Ultimate | Leather | Remote Start,"$38,989","13,712 km",Automatic,Saskatoon,2024,Hyundai,Kona Electric,38989.0,13712.0,2024.0
2023 Cadillac LYRIQ Luxury,"$57,065","11,912 km",,Calgary,2023,Cadillac,LYRIQ Luxury,57065.0,11912.0,2023.0
2024 Kia EV6 Land w/GT-Line Pkg 2 - Leather Seats,"$67,745",50 km,Automatic,Scarborough,2024,Kia,EV6 Land,67745.0,50.0,2024.0
Hyundai Kona Electric Preferred FWD 2021,"$24,995","83,036 km",Automatic,"RIMOUSKI,",Hyundai,Kona,Electric Preferred,24995.0,83036.0,
Hyundai Kona Electric Ultimate FWD 2021,"$23,995","94,000 km",Automatic,"RIMOUSKI,",Hyundai,Kona,Electric Ultimate,23995.0,94000.0,
2023 Porsche Taycan Taycan 4S / Premium Package / BOSE,"$139,900","17,242 km",Automatic,St-Hubert,2023,Porsche,Taycan Taycan,139900.0,17242.0,2023.0
"2024 Mitsubishi Outlander PHEV GT - Annual Demo Clearout, Huge S","$57,338","1,362 km",,Port Coquitlam,2024,Mitsubishi,Outlander PHEV,57338.0,1362.0,2024.0
2023 Porsche Taycan Taycan 4S / Premium Package / BOSE,"$137,900","10,167 km",Automatic,St-Hubert,2023,Porsche,Taycan Taycan,137900.0,10167.0,2023.0
2023 Volkswagen ID.4 Pro,"$52,348","4,480 km",Automatic,Abbotsford,2023,Volkswagen,ID.4 Pro,52348.0,4480.0,2023.0
2024 Chevrolet Silverado EV Work Truck,"$79,540",1 km,Automatic,Brampton,2024,Chevrolet,Silverado EV,79540.0,1.0,2024.0
2025 GMC HUMMER EV Pickup 2X,"$130,219",4 km,Automatic,Calgary,2025,GMC,HUMMER EV,130219.0,4.0,2025.0
TESLA MODEL 3 SR+ 2019,"$19,995","187,952 km",Automatic,Saint-Hubert,TESLA,MODEL,3 SR+,19995.0,187952.0,
2024 Hyundai IONIQ 6 Preferred,"$62,910",176 km,Automatic,Guelph,2024,Hyundai,IONIQ 6,62910.0,176.0,2024.0
2024 Hyundai IONIQ 6 Preferred,"$56,210",16 km,Automatic,Guelph,2024,Hyundai,IONIQ 6,56210.0,16.0,2024.0
2024 Chevrolet Equinox EV RS,"$53,098",10 km,Automatic,London,2024,Chevrolet,Equinox EV,53098.0,10.0,2024.0
2024 Hyundai IONIQ 6 Preferred,"$66,980",18 km,Automatic,Calgary,2024,Hyundai,IONIQ 6,66980.0,18.0,2024.0
2024 Chevrolet Equinox EV LT,"$52,960",8 km,Automatic,Calgary,2024,Chevrolet,Equinox EV,52960.0,8.0,2024.0
2024 Chevrolet Equinox EV RS,"$58,030",0 km,Automatic,Calgary,2024,Chevrolet,Equinox EV,58030.0,0.0,2024.0
2024 Hyundai Kona Electric Ultimate,"$51,991",155 km,Automatic,Cambridge,2024,Hyundai,Kona Electric,51991.0,155.0,2024.0
2024 Chevrolet Blazer EV eAWD RS,"$59,021",4 km,Automatic,Calgary,2024,Chevrolet,Blazer EV,59021.0,4.0,2024.0
2024 Chevrolet Silverado EV Work Truck | Apple Carplay,"$80,158",10 km,Automatic,North Battleford,2024,Chevrolet,Silverado EV,80158.0,10.0,2024.0
2024 BMW i7 M70 xDrive,"$204,608",90 km,Automatic,Laval,2024,BMW,i7 M70,204608.0,90.0,2024.0
2025 BMW iX xDrive50,"$119,099",90 km,Automatic,Laval,2025,BMW,iX xDrive50,119099.0,90.0,2025.0
2025 BMW iX M60 xDrive,"$141,689",90 km,Automatic,Laval,2025,BMW,iX M60,141689.0,90.0,2025.0
2024 BMW i4 xDrive40,"$86,277",90 km,Automatic,Laval,2024,BMW,i4 xDrive40,86277.0,90.0,2024.0
2025 BMW iX xDrive50,"$118,439",90 km,Automatic,Laval,2025,BMW,iX xDrive50,118439.0,90.0,2025.0
2025 BMW iX xDrive50,"$124,499",90 km,Automatic,Laval,2025,BMW,iX xDrive50,124499.0,90.0,2025.0
2024 Chevrolet Silverado EV Work Truck,Please Contact,1 km,Automatic,Roblin,2024,Chevrolet,Silverado EV,,1.0,2024.0
2023 Ford E-Transit Cargo Van T350,"$60,740",17 km,Automatic,Brandon,2023,Ford,E-Transit Cargo,60740.0,17.0,2023.0
2020 Tesla Model 3 Standard Range Plus EV | Adaptive Cruise,"$34,999","74,311 km",Automatic,Winnipeg,2020,Tesla,Model 3,34999.0,74311.0,2020.0
2023 Nissan ARIYA PREMIERE,"$67,952",25 km,Automatic,Hamilton,2023,Nissan,ARIYA PREMIERE,67952.0,25.0,2023.0
2022 Kia EV6 Long Range w-GT-Line Pkg 2,"$49,995","37,000 km",Automatic,Hilden,2022,Kia,EV6 Long,49995.0,37000.0,2022.0
TESLA MODEL Y PERFORMANCE AWD 2020 + NAVI + TOIT PANO + CUIR + C,"$39,489","129,637 km",Automatic,Drummondville,TESLA,MODEL,Y PERFORMANCE,39489.0,129637.0,
2021 Tesla MODEL 3,"$33,998","53,800 km",Automatic,Montreal,2021,Tesla,MODEL 3,33998.0,53800.0,2021.0
2024 Hyundai IONIQ 5 Preferred AWD Long Range w/Ultimate Pkg,"$56,467",15 km,Automatic,Mississauga,2024,Hyundai,IONIQ 5,56467.0,15.0,2024.0
"2024 Hyundai IONIQ 5 Preferred AWD Long Range | $10,000 OFF","$50,467",11 km,Automatic,Mississauga,2024,Hyundai,IONIQ 5,50467.0,11.0,2024.0
2023 Ford F-150 Lightning Lariat,"$73,998","39,454 km",Automatic,Montreal,2023,Ford,F-150 Lightning,73998.0,39454.0,2023.0
2017 Tesla Model S 75D AWD,"$34,888","116,776 km",Automatic,North York,2017,Tesla,Model S,34888.0,116776.0,2017.0
2024 GMC HUMMER EV Pickup 2X - Fast Charging,"$149,732",13 km,Automatic,Timmins,2024,GMC,HUMMER EV,149732.0,13.0,2024.0
2021 Kia Soul EV EV Limited | Sunroof | Navigation,"$26,993","58,080 km",Automatic,Abbotsford,2021,Kia,Soul EV,26993.0,58080.0,2021.0
"2024 Hyundai IONIQ 5 Preferred AWD Long Range | $10,000 OFF","$50,467",91 km,Automatic,Mississauga,2024,Hyundai,IONIQ 5,50467.0,91.0,2024.0
2024 Volkswagen ID.4 Pro,"$60,095",90 km,Automatic,Abbotsford,2024,Volkswagen,ID.4 Pro,60095.0,90.0,2024.0
2024 Kia EV6 Land w/GT-Line Pkg 2 - Leather Seats,"$67,745",50 km,Automatic,Scarborough,2024,Kia,EV6 Land,67745.0,50.0,2024.0
"2023 Volkswagen ID.4 Pro, XPEL, Carplay, Heated Seats/Wheel, Nav","$56,638","24,116 km",Automatic,Calgary,2023,Volkswagen,"ID.4 Pro,",56638.0,24116.0,2023.0
2022 Chevrolet BOLT EUV LT,"$30,888","53,995 km",Other,Amherst,2022,Chevrolet,BOLT EUV,30888.0,53995.0,2022.0
